transaction_id,date,day_of_week,time_slot,city,customer_type,category_a,category_b
TXN-01764,2024-01-01,Monday,Afternoon,Guayaquil,Regular,Home cleaning,Snacks and drinks
TXN-08868,2024-01-01,Monday,Afternoon,Guayaquil,New,Dairy products and eggs,Meats and sausages
TXN-08868,2024-01-01,Monday,Afternoon,Guayaquil,New,Dairy products and eggs,Snacks and drinks
TXN-08868,2024-01-01,Monday,Afternoon,Guayaquil,New,Meats and sausages,Snacks and drinks
TXN-06075,2024-01-01,Monday,Afternoon,Quito,Regular,Dairy products and eggs,Fruits and vegetables
TXN-07417,2024-01-01,Monday,Afternoon,Guayaquil,Regular,Meats and sausages,Personal care
TXN-07417,2024-01-01,Monday,Afternoon,Guayaquil,Regular,Meats and sausages,Snacks and drinks
TXN-07417,2024-01-01,Monday,Afternoon,Guayaquil,Regular,Personal care,Snacks and drinks
TXN-01197,2024-01-01,Monday,Evening,Quito,Regular,Dairy products and eggs,Fruits and vegetables
TXN-01197,2024-01-01,Monday,Evening,Quito,Regular,Dairy products and eggs,Home cleaning
TXN-01197,2024-01-01,Monday,Evening,Quito,Regular,Dairy products and eggs,Snacks and drinks
TXN-01197,2024-01-01,Monday,Evening,Quito,Regular,Fruits and vegetables,Home cleaning
TXN-01197,2024-01-01,Monday,Evening,Quito,Regular,Fruits and vegetables,Snacks and drinks
TXN-01197,2024-01-01,Monday,Evening,Quito,Regular,Home cleaning,Snacks and drinks
TXN-02695,2024-01-01,Monday,Evening,Guayaquil,Regular,Fruits and vegetables,Home cleaning
TXN-02695,2024-01-01,Monday,Evening,Guayaquil,Regular,Fruits and vegetables,Personal care
TXN-02695,2024-01-01,Monday,Evening,Guayaquil,Regular,Fruits and vegetables,Snacks and drinks
TXN-02695,2024-01-01,Monday,Evening,Guayaquil,Regular,Home cleaning,Personal care
TXN-02695,2024-01-01,Monday,Evening,Guayaquil,Regular,Home cleaning,Snacks and drinks
TXN-02695,2024-01-01,Monday,Evening,Guayaquil,Regular,Personal care,Snacks and drinks
TXN-09907,2024-01-01,Monday,Evening,Guayaquil,Regular,Fruits and vegetables,Home cleaning
TXN-09907,2024-01-01,Monday,Evening,Guayaquil,Regular,Fruits and vegetables,Personal care
TXN-09907,2024-01-01,Monday,Evening,Guayaquil,Regular,Fruits and vegetables,Snacks and drinks
TXN-09907,2024-01-01,Monday,Evening,Guayaquil,Regular,Home cleaning,Personal care
TXN-09907,2024-01-01,Monday,Evening,Guayaquil,Regular,Home cleaning,Snacks and drinks
TXN-09907,2024-01-01,Monday,Evening,Guayaquil,Regular,Personal care,Snacks and drinks
TXN-03584,2024-01-01,Monday,Evening,Guayaquil,New,Dairy products and eggs,Personal care
TXN-03584,2024-01-01,Monday,Evening,Guayaquil,New,Dairy products and eggs,Snacks and drinks
TXN-03584,2024-01-01,Monday,Evening,Guayaquil,New,Personal care,Snacks and drinks
TXN-04776,2024-01-01,Monday,Evening,Quito,Regular,Dairy products and eggs,Fruits and vegetables
TXN-04776,2024-01-01,Monday,Evening,Quito,Regular,Dairy products and eggs,Home cleaning
TXN-04776,2024-01-01,Monday,Evening,Quito,Regular,Fruits and vegetables,Home cleaning
TXN-09260,2024-01-02,Tuesday,Morning,Quito,Regular,Dairy products and eggs,Fruits and vegetables
TXN-09260,2024-01-02,Tuesday,Morning,Quito,Regular,Dairy products and eggs,Meats and sausages
TXN-09260,2024-01-02,Tuesday,Morning,Quito,Regular,Fruits and vegetables,Meats and sausages
TXN-00202,2024-01-02,Tuesday,Morning,Quito,Regular,Home cleaning,Personal care
TXN-00202,2024-01-02,Tuesday,Morning,Quito,Regular,Home cleaning,Snacks and drinks
TXN-00202,2024-01-02,Tuesday,Morning,Quito,Regular,Personal care,Snacks and drinks
TXN-04016,2024-01-02,Tuesday,Morning,Cuenca,Regular,Dairy products and eggs,Personal care
TXN-06143,2024-01-02,Tuesday,Morning,Guayaquil,Regular,Dairy products and eggs,Fruits and vegetables
TXN-07032,2024-01-02,Tuesday,Morning,Guayaquil,New,Dairy products and eggs,Fruits and vegetables
TXN-07032,2024-01-02,Tuesday,Morning,Guayaquil,New,Dairy products and eggs,Meats and sausages
TXN-07032,2024-01-02,Tuesday,Morning,Guayaquil,New,Dairy products and eggs,Snacks and drinks
TXN-07032,2024-01-02,Tuesday,Morning,Guayaquil,New,Fruits and vegetables,Meats and sausages
TXN-07032,2024-01-02,Tuesday,Morning,Guayaquil,New,Fruits and vegetables,Snacks and drinks
TXN-07032,2024-01-02,Tuesday,Morning,Guayaquil,New,Meats and sausages,Snacks and drinks
TXN-01503,2024-01-02,Tuesday,Morning,Guayaquil,Regular,Dairy products and eggs,Fruits and vegetables
TXN-01503,2024-01-02,Tuesday,Morning,Guayaquil,Regular,Dairy products and eggs,Personal care
TXN-01503,2024-01-02,Tuesday,Morning,Guayaquil,Regular,Fruits and vegetables,Personal care
TXN-05361,2024-01-02,Tuesday,Afternoon,Guayaquil,Regular,Dairy products and eggs,Snacks and drinks
TXN-00910,2024-01-02,Tuesday,Afternoon,Cuenca,Regular,Fruits and vegetables,Home cleaning
TXN-00910,2024-01-02,Tuesday,Afternoon,Cuenca,Regular,Fruits and vegetables,Meats and sausages
TXN-00910,2024-01-02,Tuesday,Afternoon,Cuenca,Regular,Home cleaning,Meats and sausages
TXN-09624,2024-01-02,Tuesday,Afternoon,Quito,New,Fruits and vegetables,Meats and sausages
TXN-09624,2024-01-02,Tuesday,Afternoon,Quito,New,Fruits and vegetables,Snacks and drinks
TXN-09624,2024-01-02,Tuesday,Afternoon,Quito,New,Meats and sausages,Snacks and drinks
TXN-00415,2024-01-02,Tuesday,Afternoon,Guayaquil,New,Home cleaning,Meats and sausages
TXN-03692,2024-01-02,Tuesday,Afternoon,Quito,Regular,Dairy products and eggs,Meats and sausages
TXN-04233,2024-01-02,Tuesday,Afternoon,Cuenca,New,Fruits and vegetables,Home cleaning
TXN-04233,2024-01-02,Tuesday,Afternoon,Cuenca,New,Fruits and vegetables,Snacks and drinks
TXN-04233,2024-01-02,Tuesday,Afternoon,Cuenca,New,Home cleaning,Snacks and drinks
TXN-02184,2024-01-02,Tuesday,Afternoon,Cuenca,Regular,Home cleaning,Snacks and drinks
TXN-04366,2024-01-02,Tuesday,Afternoon,Quito,Regular,Home cleaning,Meats and sausages
TXN-03730,2024-01-02,Tuesday,Afternoon,Guayaquil,Regular,Fruits and vegetables,Meats and sausages
TXN-03730,2024-01-02,Tuesday,Afternoon,Guayaquil,Regular,Fruits and vegetables,Snacks and drinks
TXN-03730,2024-01-02,Tuesday,Afternoon,Guayaquil,Regular,Meats and sausages,Snacks and drinks
TXN-02340,2024-01-02,Tuesday,Afternoon,Quito,Regular,Dairy products and eggs,Fruits and vegetables
TXN-02340,2024-01-02,Tuesday,Afternoon,Quito,Regular,Dairy products and eggs,Home cleaning
TXN-02340,2024-01-02,Tuesday,Afternoon,Quito,Regular,Dairy products and eggs,Personal care
TXN-02340,2024-01-02,Tuesday,Afternoon,Quito,Regular,Fruits and vegetables,Home cleaning
TXN-02340,2024-01-02,Tuesday,Afternoon,Quito,Regular,Fruits and vegetables,Personal care
TXN-02340,2024-01-02,Tuesday,Afternoon,Quito,Regular,Home cleaning,Personal care
TXN-09159,2024-01-02,Tuesday,Afternoon,Cuenca,Regular,Fruits and vegetables,Meats and sausages
TXN-09159,2024-01-02,Tuesday,Afternoon,Cuenca,Regular,Fruits and vegetables,Snacks and drinks
TXN-09159,2024-01-02,Tuesday,Afternoon,Cuenca,Regular,Meats and sausages,Snacks and drinks
TXN-05312,2024-01-02,Tuesday,Afternoon,Guayaquil,Regular,Meats and sausages,Personal care
TXN-05312,2024-01-02,Tuesday,Afternoon,Guayaquil,Regular,Meats and sausages,Snacks and drinks
TXN-05312,2024-01-02,Tuesday,Afternoon,Guayaquil,Regular,Personal care,Snacks and drinks
TXN-02055,2024-01-02,Tuesday,Evening,Guayaquil,Regular,Home cleaning,Meats and sausages
TXN-02055,2024-01-02,Tuesday,Evening,Guayaquil,Regular,Home cleaning,Personal care
TXN-02055,2024-01-02,Tuesday,Evening,Guayaquil,Regular,Home cleaning,Snacks and drinks
TXN-02055,2024-01-02,Tuesday,Evening,Guayaquil,Regular,Meats and sausages,Personal care
TXN-02055,2024-01-02,Tuesday,Evening,Guayaquil,Regular,Meats and sausages,Snacks and drinks
TXN-02055,2024-01-02,Tuesday,Evening,Guayaquil,Regular,Personal care,Snacks and drinks
TXN-03981,2024-01-02,Tuesday,Evening,Guayaquil,New,Meats and sausages,Personal care
TXN-00054,2024-01-02,Tuesday,Evening,Quito,New,Dairy products and eggs,Fruits and vegetables
TXN-00054,2024-01-02,Tuesday,Evening,Quito,New,Dairy products and eggs,Personal care
TXN-00054,2024-01-02,Tuesday,Evening,Quito,New,Dairy products and eggs,Snacks and drinks
TXN-00054,2024-01-02,Tuesday,Evening,Quito,New,Fruits and vegetables,Personal care
TXN-00054,2024-01-02,Tuesday,Evening,Quito,New,Fruits and vegetables,Snacks and drinks
TXN-00054,2024-01-02,Tuesday,Evening,Quito,New,Personal care,Snacks and drinks
TXN-07262,2024-01-03,Wednesday,Morning,Guayaquil,Regular,Dairy products and eggs,Fruits and vegetables
TXN-07262,2024-01-03,Wednesday,Morning,Guayaquil,Regular,Dairy products and eggs,Home cleaning
TXN-07262,2024-01-03,Wednesday,Morning,Guayaquil,Regular,Fruits and vegetables,Home cleaning
TXN-09279,2024-01-03,Wednesday,Morning,Quito,Regular,Dairy products and eggs,Fruits and vegetables
TXN-09279,2024-01-03,Wednesday,Morning,Quito,Regular,Dairy products and eggs,Meats and sausages
TXN-09279,2024-01-03,Wednesday,Morning,Quito,Regular,Fruits and vegetables,Meats and sausages
TXN-04850,2024-01-03,Wednesday,Morning,Cuenca,Regular,Dairy products and eggs,Home cleaning
TXN-04850,2024-01-03,Wednesday,Morning,Cuenca,Regular,Dairy products and eggs,Meats and sausages
TXN-04850,2024-01-03,Wednesday,Morning,Cuenca,Regular,Home cleaning,Meats and sausages
TXN-01350,2024-01-03,Wednesday,Morning,Guayaquil,New,Dairy products and eggs,Meats and sausages
TXN-05700,2024-01-03,Wednesday,Morning,Quito,New,Dairy products and eggs,Personal care
TXN-04381,2024-01-03,Wednesday,Morning,Guayaquil,New,Dairy products and eggs,Fruits and vegetables
TXN-04381,2024-01-03,Wednesday,Morning,Guayaquil,New,Dairy products and eggs,Meats and sausages
TXN-04381,2024-01-03,Wednesday,Morning,Guayaquil,New,Fruits and vegetables,Meats and sausages
TXN-05174,2024-01-03,Wednesday,Morning,Guayaquil,Regular,Home cleaning,Personal care
TXN-01455,2024-01-03,Wednesday,Morning,Guayaquil,Regular,Dairy products and eggs,Snacks and drinks
TXN-03121,2024-01-03,Wednesday,Morning,Guayaquil,Regular,Dairy products and eggs,Fruits and vegetables
TXN-06816,2024-01-03,Wednesday,Morning,Guayaquil,New,Fruits and vegetables,Snacks and drinks
TXN-02196,2024-01-03,Wednesday,Afternoon,Cuenca,Regular,Home cleaning,Meats and sausages
TXN-02196,2024-01-03,Wednesday,Afternoon,Cuenca,Regular,Home cleaning,Snacks and drinks
TXN-02196,2024-01-03,Wednesday,Afternoon,Cuenca,Regular,Meats and sausages,Snacks and drinks
TXN-04102,2024-01-03,Wednesday,Afternoon,Guayaquil,Regular,Dairy products and eggs,Fruits and vegetables
TXN-04102,2024-01-03,Wednesday,Afternoon,Guayaquil,Regular,Dairy products and eggs,Meats and sausages
TXN-04102,2024-01-03,Wednesday,Afternoon,Guayaquil,Regular,Fruits and vegetables,Meats and sausages
TXN-00259,2024-01-03,Wednesday,Afternoon,Guayaquil,Regular,Fruits and vegetables,Home cleaning
TXN-00259,2024-01-03,Wednesday,Afternoon,Guayaquil,Regular,Fruits and vegetables,Meats and sausages
TXN-00259,2024-01-03,Wednesday,Afternoon,Guayaquil,Regular,Home cleaning,Meats and sausages
TXN-00444,2024-01-03,Wednesday,Afternoon,Guayaquil,Regular,Fruits and vegetables,Meats and sausages
TXN-02370,2024-01-03,Wednesday,Afternoon,Quito,Regular,Dairy products and eggs,Meats and sausages
TXN-08120,2024-01-03,Wednesday,Afternoon,Quito,New,Personal care,Snacks and drinks
TXN-06782,2024-01-03,Wednesday,Afternoon,Guayaquil,Regular,Personal care,Snacks and drinks
TXN-03005,2024-01-03,Wednesday,Afternoon,Quito,Regular,Dairy products and eggs,Fruits and vegetables
TXN-03005,2024-01-03,Wednesday,Afternoon,Quito,Regular,Dairy products and eggs,Home cleaning
TXN-03005,2024-01-03,Wednesday,Afternoon,Quito,Regular,Dairy products and eggs,Meats and sausages
TXN-03005,2024-01-03,Wednesday,Afternoon,Quito,Regular,Fruits and vegetables,Home cleaning
TXN-03005,2024-01-03,Wednesday,Afternoon,Quito,Regular,Fruits and vegetables,Meats and sausages
TXN-03005,2024-01-03,Wednesday,Afternoon,Quito,Regular,Home cleaning,Meats and sausages
TXN-06312,2024-01-03,Wednesday,Afternoon,Guayaquil,Regular,Fruits and vegetables,Home cleaning
TXN-06312,2024-01-03,Wednesday,Afternoon,Guayaquil,Regular,Fruits and vegetables,Meats and sausages
TXN-06312,2024-01-03,Wednesday,Afternoon,Guayaquil,Regular,Home cleaning,Meats and sausages
TXN-00374,2024-01-03,Wednesday,Afternoon,Guayaquil,Regular,Dairy products and eggs,Meats and sausages
TXN-00374,2024-01-03,Wednesday,Afternoon,Guayaquil,Regular,Dairy products and eggs,Snacks and drinks
TXN-00374,2024-01-03,Wednesday,Afternoon,Guayaquil,Regular,Meats and sausages,Snacks and drinks
TXN-02300,2024-01-03,Wednesday,Afternoon,Guayaquil,Regular,Dairy products and eggs,Meats and sausages
TXN-02300,2024-01-03,Wednesday,Afternoon,Guayaquil,Regular,Dairy products and eggs,Personal care
TXN-02300,2024-01-03,Wednesday,Afternoon,Guayaquil,Regular,Meats and sausages,Personal care
TXN-03092,2024-01-03,Wednesday,Evening,Guayaquil,Regular,Home cleaning,Snacks and drinks
TXN-04972,2024-01-03,Wednesday,Evening,Quito,New,Home cleaning,Meats and sausages
TXN-04972,2024-01-03,Wednesday,Evening,Quito,New,Home cleaning,Personal care
TXN-04972,2024-01-03,Wednesday,Evening,Quito,New,Home cleaning,Snacks and drinks
TXN-04972,2024-01-03,Wednesday,Evening,Quito,New,Meats and sausages,Personal care
TXN-04972,2024-01-03,Wednesday,Evening,Quito,New,Meats and sausages,Snacks and drinks
TXN-04972,2024-01-03,Wednesday,Evening,Quito,New,Personal care,Snacks and drinks
TXN-00872,2024-01-04,Thursday,Morning,Guayaquil,Regular,Dairy products and eggs,Fruits and vegetables
TXN-00872,2024-01-04,Thursday,Morning,Guayaquil,Regular,Dairy products and eggs,Snacks and drinks
TXN-00872,2024-01-04,Thursday,Morning,Guayaquil,Regular,Fruits and vegetables,Snacks and drinks
TXN-08262,2024-01-04,Thursday,Morning,Quito,Regular,Dairy products and eggs,Home cleaning
TXN-08262,2024-01-04,Thursday,Morning,Quito,Regular,Dairy products and eggs,Meats and sausages
TXN-08262,2024-01-04,Thursday,Morning,Quito,Regular,Dairy products and eggs,Personal care
TXN-08262,2024-01-04,Thursday,Morning,Quito,Regular,Home cleaning,Meats and sausages
TXN-08262,2024-01-04,Thursday,Morning,Quito,Regular,Home cleaning,Personal care
TXN-08262,2024-01-04,Thursday,Morning,Quito,Regular,Meats and sausages,Personal care
TXN-02230,2024-01-04,Thursday,Morning,Cuenca,Regular,Dairy products and eggs,Fruits and vegetables
TXN-02230,2024-01-04,Thursday,Morning,Cuenca,Regular,Dairy products and eggs,Personal care
TXN-02230,2024-01-04,Thursday,Morning,Cuenca,Regular,Fruits and vegetables,Personal care
TXN-08810,2024-01-04,Thursday,Morning,Cuenca,Regular,Fruits and vegetables,Snacks and drinks
TXN-03783,2024-01-04,Thursday,Morning,Cuenca,Regular,Fruits and vegetables,Personal care
TXN-07598,2024-01-04,Thursday,Morning,Quito,New,Fruits and vegetables,Meats and sausages
TXN-07598,2024-01-04,Thursday,Morning,Quito,New,Fruits and vegetables,Snacks and drinks
TXN-07598,2024-01-04,Thursday,Morning,Quito,New,Meats and sausages,Snacks and drinks
TXN-07233,2024-01-04,Thursday,Morning,Guayaquil,Regular,Fruits and vegetables,Home cleaning
TXN-07233,2024-01-04,Thursday,Morning,Guayaquil,Regular,Fruits and vegetables,Meats and sausages
TXN-07233,2024-01-04,Thursday,Morning,Guayaquil,Regular,Home cleaning,Meats and sausages
TXN-08121,2024-01-04,Thursday,Morning,Cuenca,New,Dairy products and eggs,Fruits and vegetables
TXN-03880,2024-01-04,Thursday,Morning,Quito,Regular,Fruits and vegetables,Meats and sausages
TXN-03880,2024-01-04,Thursday,Morning,Quito,Regular,Fruits and vegetables,Personal care
TXN-03880,2024-01-04,Thursday,Morning,Quito,Regular,Meats and sausages,Personal care
TXN-09488,2024-01-04,Thursday,Morning,Quito,Regular,Dairy products and eggs,Home cleaning
TXN-08413,2024-01-04,Thursday,Afternoon,Quito,Regular,Home cleaning,Snacks and drinks
TXN-00568,2024-01-04,Thursday,Afternoon,Quito,Regular,Fruits and vegetables,Personal care
TXN-00568,2024-01-04,Thursday,Afternoon,Quito,Regular,Fruits and vegetables,Snacks and drinks
TXN-00568,2024-01-04,Thursday,Afternoon,Quito,Regular,Personal care,Snacks and drinks
TXN-08785,2024-01-04,Thursday,Afternoon,Quito,New,Fruits and vegetables,Snacks and drinks
TXN-01582,2024-01-04,Thursday,Afternoon,Cuenca,Regular,Fruits and vegetables,Snacks and drinks
TXN-07188,2024-01-04,Thursday,Afternoon,Guayaquil,New,Dairy products and eggs,Fruits and vegetables
TXN-07188,2024-01-04,Thursday,Afternoon,Guayaquil,New,Dairy products and eggs,Home cleaning
TXN-07188,2024-01-04,Thursday,Afternoon,Guayaquil,New,Dairy products and eggs,Meats and sausages
TXN-07188,2024-01-04,Thursday,Afternoon,Guayaquil,New,Fruits and vegetables,Home cleaning
TXN-07188,2024-01-04,Thursday,Afternoon,Guayaquil,New,Fruits and vegetables,Meats and sausages
TXN-07188,2024-01-04,Thursday,Afternoon,Guayaquil,New,Home cleaning,Meats and sausages
TXN-09772,2024-01-04,Thursday,Afternoon,Guayaquil,Regular,Dairy products and eggs,Fruits and vegetables
TXN-09772,2024-01-04,Thursday,Afternoon,Guayaquil,Regular,Dairy products and eggs,Meats and sausages
TXN-09772,2024-01-04,Thursday,Afternoon,Guayaquil,Regular,Dairy products and eggs,Snacks and drinks
TXN-09772,2024-01-04,Thursday,Afternoon,Guayaquil,Regular,Fruits and vegetables,Meats and sausages
TXN-09772,2024-01-04,Thursday,Afternoon,Guayaquil,Regular,Fruits and vegetables,Snacks and drinks
TXN-09772,2024-01-04,Thursday,Afternoon,Guayaquil,Regular,Meats and sausages,Snacks and drinks
TXN-01533,2024-01-04,Thursday,Afternoon,Guayaquil,New,Dairy products and eggs,Home cleaning
TXN-01533,2024-01-04,Thursday,Afternoon,Guayaquil,New,Dairy products and eggs,Meats and sausages
TXN-01533,2024-01-04,Thursday,Afternoon,Guayaquil,New,Dairy products and eggs,Snacks and drinks
TXN-01533,2024-01-04,Thursday,Afternoon,Guayaquil,New,Home cleaning,Meats and sausages
TXN-01533,2024-01-04,Thursday,Afternoon,Guayaquil,New,Home cleaning,Snacks and drinks
TXN-01533,2024-01-04,Thursday,Afternoon,Guayaquil,New,Meats and sausages,Snacks and drinks
TXN-09746,2024-01-04,Thursday,Afternoon,Guayaquil,Regular,Meats and sausages,Snacks and drinks
TXN-01803,2024-01-04,Thursday,Afternoon,Guayaquil,Regular,Dairy products and eggs,Personal care
TXN-05575,2024-01-04,Thursday,Afternoon,Guayaquil,Regular,Fruits and vegetables,Snacks and drinks
TXN-02910,2024-01-04,Thursday,Afternoon,Quito,Regular,Fruits and vegetables,Meats and sausages
TXN-02910,2024-01-04,Thursday,Afternoon,Quito,Regular,Fruits and vegetables,Snacks and drinks
TXN-02910,2024-01-04,Thursday,Afternoon,Quito,Regular,Meats and sausages,Snacks and drinks
TXN-02377,2024-01-04,Thursday,Afternoon,Quito,New,Fruits and vegetables,Snacks and drinks
TXN-01338,2024-01-04,Thursday,Afternoon,Quito,Regular,Fruits and vegetables,Home cleaning
TXN-01338,2024-01-04,Thursday,Afternoon,Quito,Regular,Fruits and vegetables,Snacks and drinks
TXN-01338,2024-01-04,Thursday,Afternoon,Quito,Regular,Home cleaning,Snacks and drinks
TXN-02349,2024-01-04,Thursday,Afternoon,Guayaquil,Regular,Home cleaning,Snacks and drinks
TXN-07120,2024-01-04,Thursday,Afternoon,Cuenca,New,Home cleaning,Snacks and drinks
TXN-07168,2024-01-04,Thursday,Afternoon,Quito,New,Dairy products and eggs,Meats and sausages
TXN-07168,2024-01-04,Thursday,Afternoon,Quito,New,Dairy products and eggs,Snacks and drinks
TXN-07168,2024-01-04,Thursday,Afternoon,Quito,New,Meats and sausages,Snacks and drinks
TXN-04496,2024-01-04,Thursday,Afternoon,Quito,Regular,Fruits and vegetables,Home cleaning
TXN-01766,2024-01-04,Thursday,Afternoon,Guayaquil,Regular,Fruits and vegetables,Home cleaning
TXN-01766,2024-01-04,Thursday,Afternoon,Guayaquil,Regular,Fruits and vegetables,Meats and sausages
TXN-01766,2024-01-04,Thursday,Afternoon,Guayaquil,Regular,Fruits and vegetables,Snacks and drinks
TXN-01766,2024-01-04,Thursday,Afternoon,Guayaquil,Regular,Home cleaning,Meats and sausages
TXN-01766,2024-01-04,Thursday,Afternoon,Guayaquil,Regular,Home cleaning,Snacks and drinks
TXN-01766,2024-01-04,Thursday,Afternoon,Guayaquil,Regular,Meats and sausages,Snacks and drinks
TXN-07838,2024-01-04,Thursday,Afternoon,Quito,Regular,Dairy products and eggs,Home cleaning
TXN-07838,2024-01-04,Thursday,Afternoon,Quito,Regular,Dairy products and eggs,Personal care
TXN-07838,2024-01-04,Thursday,Afternoon,Quito,Regular,Dairy products and eggs,Snacks and drinks
TXN-07838,2024-01-04,Thursday,Afternoon,Quito,Regular,Home cleaning,Personal care
TXN-07838,2024-01-04,Thursday,Afternoon,Quito,Regular,Home cleaning,Snacks and drinks
TXN-07838,2024-01-04,Thursday,Afternoon,Quito,Regular,Personal care,Snacks and drinks
TXN-05874,2024-01-04,Thursday,Evening,Cuenca,New,Home cleaning,Meats and sausages
TXN-08366,2024-01-04,Thursday,Evening,Guayaquil,Regular,Dairy products and eggs,Snacks and drinks
